timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,
1.71907E+12,699,HTTP Request,200,OK,Thread Group 180 1-7,text,TRUE,,1708,13564,9,9,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,699,0,113,,1091.494444
1.71907E+12,744,HTTP Request,200,OK,Thread Group 180 1-10,text,TRUE,,1708,13729,11,11,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,744,0,140,,
1.71907E+12,996,HTTP Request,200,OK,Thread Group 180 1-12,text,TRUE,,1708,16376,12,12,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,996,0,139,,
1.71907E+12,1010,HTTP Request,200,OK,Thread Group 180 1-13,text,TRUE,,1708,14600,13,13,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,1010,0,145,,
1.71907E+12,2485,HTTP Request,200,OK,Thread Group 180 1-9,text,TRUE,,1712,16311,12,12,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,1484,0,132,,
1.71907E+12,903,HTTP Request,200,OK,Thread Group 180 1-14,text,TRUE,,1708,15319,11,11,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,903,0,132,,
1.71907E+12,737,HTTP Request,200,OK,Thread Group 180 1-16,text,TRUE,,1708,13741,12,12,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,737,0,152,,
1.71907E+12,750,HTTP Request,200,OK,Thread Group 180 1-17,text,TRUE,,1708,16620,12,12,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,750,0,139,,
1.71907E+12,852,HTTP Request,200,OK,Thread Group 180 1-18,text,TRUE,,1708,17070,12,12,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,852,0,273,,
1.71907E+12,848,HTTP Request,200,OK,Thread Group 180 1-20,text,TRUE,,1708,15710,13,13,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,848,0,170,,
1.71907E+12,4259,HTTP Request,200,OK,Thread Group 180 1-11,text,TRUE,,1708,13060,13,13,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,1259,0,138,,
1.71907E+12,1122,HTTP Request,200,OK,Thread Group 180 1-22,text,TRUE,,1708,15640,14,14,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,1122,0,241,,
1.71907E+12,817,HTTP Request,200,OK,Thread Group 180 1-25,text,TRUE,,1708,17287,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,816,0,212,,
1.71907E+12,758,HTTP Request,200,OK,Thread Group 180 1-26,text,TRUE,,1708,14398,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,758,0,188,,
1.71907E+12,693,HTTP Request,200,OK,Thread Group 180 1-27,text,TRUE,,1708,8920,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,693,0,120,,
1.71907E+12,805,HTTP Request,200,OK,Thread Group 180 1-28,text,TRUE,,1708,16892,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,805,0,137,,
1.71907E+12,720,HTTP Request,200,OK,Thread Group 180 1-29,text,TRUE,,1708,17233,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,720,0,121,,
1.71907E+12,785,HTTP Request,200,OK,Thread Group 180 1-30,text,TRUE,,1708,15903,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,785,0,213,,
1.71907E+12,707,HTTP Request,200,OK,Thread Group 180 1-31,text,TRUE,,1708,12412,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,707,0,135,,
1.71907E+12,680,HTTP Request,200,OK,Thread Group 180 1-32,text,TRUE,,1708,8452,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,680,0,128,,
1.71907E+12,729,HTTP Request,200,OK,Thread Group 180 1-33,text,TRUE,,1708,15598,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,729,0,136,,
1.71907E+12,671,HTTP Request,200,OK,Thread Group 180 1-34,text,TRUE,,1708,14226,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,671,0,104,,
1.71907E+12,894,HTTP Request,200,OK,Thread Group 180 1-35,text,TRUE,,1708,14120,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,894,0,122,,
1.71907E+12,730,HTTP Request,200,OK,Thread Group 180 1-36,text,TRUE,,1712,15775,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,730,0,132,,
1.71907E+12,787,HTTP Request,200,OK,Thread Group 180 1-37,text,TRUE,,1708,17311,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,787,0,122,,
1.71907E+12,669,HTTP Request,200,OK,Thread Group 180 1-38,text,TRUE,,1708,12797,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,669,0,131,,
1.71907E+12,723,HTTP Request,200,OK,Thread Group 180 1-39,text,TRUE,,1708,13015,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,723,0,133,,
1.71907E+12,685,HTTP Request,200,OK,Thread Group 180 1-40,text,TRUE,,1708,12152,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,685,0,124,,
1.71907E+12,746,HTTP Request,200,OK,Thread Group 180 1-41,text,TRUE,,1708,12376,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,746,0,117,,
1.71907E+12,676,HTTP Request,200,OK,Thread Group 180 1-42,text,TRUE,,1708,14152,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,676,0,141,,
1.71907E+12,922,HTTP Request,200,OK,Thread Group 180 1-43,text,TRUE,,1708,13504,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,922,0,195,,
1.71907E+12,699,HTTP Request,200,OK,Thread Group 180 1-44,text,TRUE,,1708,14447,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,699,0,131,,
1.71907E+12,820,HTTP Request,200,OK,Thread Group 180 1-45,text,TRUE,,1708,12634,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,820,0,260,,
1.71907E+12,730,HTTP Request,200,OK,Thread Group 180 1-46,text,TRUE,,1708,13123,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,730,0,149,,
1.71907E+12,748,HTTP Request,200,OK,Thread Group 180 1-47,text,TRUE,,1708,17958,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,748,0,138,,
1.71907E+12,783,HTTP Request,200,OK,Thread Group 180 1-48,text,TRUE,,1708,16388,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,782,0,132,,
1.71907E+12,755,HTTP Request,200,OK,Thread Group 180 1-49,text,TRUE,,1708,14527,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,755,0,176,,
1.71907E+12,776,HTTP Request,200,OK,Thread Group 180 1-50,text,TRUE,,1708,16918,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,776,0,219,,
1.71907E+12,719,HTTP Request,200,OK,Thread Group 180 1-51,text,TRUE,,1708,15062,15,15,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,719,0,121,,
1.71907E+12,15905,HTTP Request,200,OK,Thread Group 180 1-6,text,TRUE,,1708,13425,14,14,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,782,0,134,,
1.71907E+12,16938,HTTP Request,200,OK,Thread Group 180 1-3,text,TRUE,,1712,15355,13,13,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,755,0,252,,
1.71907E+12,669,HTTP Request,200,OK,Thread Group 180 1-52,text,TRUE,,1708,13548,13,13,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,668,0,134,,
1.71907E+12,15335,HTTP Request,200,OK,Thread Group 180 1-8,text,TRUE,,1708,13517,12,12,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,782,0,126,,
1.71907E+12,17334,HTTP Request,200,OK,Thread Group 180 1-2,text,TRUE,,1712,12958,12,12,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,755,0,107,,
1.71907E+12,16418,HTTP Request,200,OK,Thread Group 180 1-5,text,TRUE,,1712,13814,10,10,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,728,0,155,,
1.71907E+12,16950,HTTP Request,200,OK,Thread Group 180 1-4,text,TRUE,,1708,12650,9,9,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,768,0,129,,
1.71907E+12,714,HTTP Request,200,OK,Thread Group 180 1-53,text,TRUE,,1708,16988,9,9,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,714,0,137,,
1.71907E+12,18062,HTTP Request,200,OK,Thread Group 180 1-1,text,TRUE,,1712,12482,8,8,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,728,0,152,,
1.71907E+12,633,HTTP Request,200,OK,Thread Group 180 1-54,text,TRUE,,1708,14114,7,7,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,633,0,107,,
1.71907E+12,13715,HTTP Request,200,OK,Thread Group 180 1-15,text,TRUE,,1708,13187,7,7,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,714,0,340,,
1.71907E+12,728,HTTP Request,200,OK,Thread Group 180 1-55,text,TRUE,,1708,18569,7,7,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,728,0,130,,
1.71907E+12,729,HTTP Request,200,OK,Thread Group 180 1-56,text,TRUE,,1708,17644,7,7,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,727,0,140,,
1.71907E+12,13359,HTTP Request,200,OK,Thread Group 180 1-19,text,TRUE,,1708,14076,7,7,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,789,0,125,,
1.71907E+12,704,HTTP Request,200,OK,Thread Group 180 1-57,text,TRUE,,1708,18616,7,7,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,704,0,120,,
1.71907E+12,708,HTTP Request,200,OK,Thread Group 180 1-58,text,TRUE,,1708,16057,6,6,https://skripsi-arcface-psp6a4cyiq-et.a.run.app/upload,708,0,126,,
