timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,latency average
1.71899E+12,655,HTTP Request,200,OK,Thread Group 90 1-1,text,TRUE,,1712,12458,1,1,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,655,0,136,,652.45
1.71899E+12,623,HTTP Request,200,OK,Thread Group 90 1-2,text,TRUE,,1708,12961,1,1,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,623,0,134,,
1.71899E+12,649,HTTP Request,200,OK,Thread Group 90 1-3,text,TRUE,,1708,15352,1,1,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,649,0,138,,
1.71899E+12,584,HTTP Request,200,OK,Thread Group 90 1-4,text,TRUE,,1708,12656,1,1,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,584,0,93,,
1.71899E+12,658,HTTP Request,200,OK,Thread Group 90 1-5,text,TRUE,,1708,13790,1,1,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,658,0,138,,
1.71899E+12,661,HTTP Request,200,OK,Thread Group 90 1-6,text,TRUE,,1708,13452,1,1,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,660,0,154,,
1.71899E+12,611,HTTP Request,200,OK,Thread Group 90 1-7,text,TRUE,,1708,13585,1,1,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,611,0,114,,
1.71899E+12,631,HTTP Request,200,OK,Thread Group 90 1-8,text,TRUE,,1708,13511,1,1,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,631,0,122,,
1.71899E+12,659,HTTP Request,200,OK,Thread Group 90 1-9,text,TRUE,,1708,16299,1,1,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,659,0,143,,
1.71899E+12,602,HTTP Request,200,OK,Thread Group 90 1-10,text,TRUE,,1708,13729,1,1,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,602,0,118,,
1.71899E+12,630,HTTP Request,200,OK,Thread Group 90 1-11,text,TRUE,,1708,13087,1,1,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,630,0,139,,
1.71899E+12,720,HTTP Request,200,OK,Thread Group 90 1-12,text,TRUE,,1708,16382,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,720,0,143,,
1.71899E+12,676,HTTP Request,200,OK,Thread Group 90 1-13,text,TRUE,,1708,14585,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,676,0,139,,
1.71899E+12,649,HTTP Request,200,OK,Thread Group 90 1-14,text,TRUE,,1708,15304,1,1,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,649,0,135,,
