timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1718987424177,588,HTTP Request,200,OK,Thread Group 180 1-46,text,true,,1708,13120,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,588,0,102
1718987424509,664,HTTP Request,200,OK,Thread Group 180 1-47,text,true,,1708,17961,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,664,0,116
1718987424843,962,HTTP Request,200,OK,Thread Group 180 1-48,text,true,,1708,16412,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,962,0,118
1718987425176,693,HTTP Request,200,OK,Thread Group 180 1-49,text,true,,1708,14497,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,693,0,102
1718987425510,781,HTTP Request,200,OK,Thread Group 180 1-50,text,true,,1708,16885,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,781,0,120
1718987425842,750,HTTP Request,200,OK,Thread Group 180 1-51,text,true,,1708,15074,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,750,0,225
1718987426175,612,HTTP Request,200,OK,Thread Group 180 1-52,text,true,,1708,13551,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,612,0,124
1718987426508,660,HTTP Request,200,OK,Thread Group 180 1-53,text,true,,1708,16973,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,660,0,140
1718987426842,625,HTTP Request,200,OK,Thread Group 180 1-54,text,true,,1708,14111,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,625,0,121
1718987427176,815,HTTP Request,200,OK,Thread Group 180 1-55,text,true,,1708,18551,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,815,0,168
1718987427507,778,HTTP Request,200,OK,Thread Group 180 1-56,text,true,,1708,17641,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,778,0,167
1718987427840,782,HTTP Request,200,OK,Thread Group 180 1-57,text,true,,1708,18610,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,782,0,243
1718987428172,748,HTTP Request,200,OK,Thread Group 180 1-58,text,true,,1708,16036,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,748,0,218
1718987428505,674,HTTP Request,200,OK,Thread Group 180 1-59,text,true,,1708,17283,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,674,0,134
1718987428838,604,HTTP Request,200,OK,Thread Group 180 1-60,text,true,,1708,12827,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,604,0,122
1718987429171,650,HTTP Request,200,OK,Thread Group 180 1-61,text,true,,1708,13457,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,650,0,149
1718987429503,716,HTTP Request,200,OK,Thread Group 180 1-62,text,true,,1712,16047,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,716,0,184
1718987429838,632,HTTP Request,200,OK,Thread Group 180 1-63,text,true,,1708,12747,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,632,0,119
1718987430170,776,HTTP Request,200,OK,Thread Group 180 1-64,text,true,,1708,15129,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,776,0,125
1718987430505,647,HTTP Request,200,OK,Thread Group 180 1-65,text,true,,1708,15294,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,647,0,131
