timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,latency average
1.71899E+12,603,HTTP Request,200,OK,Thread Group 120 1-1,text,TRUE,,1712,12482,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,603,0,109,,1079.758333
1.71899E+12,598,HTTP Request,200,OK,Thread Group 120 1-2,text,TRUE,,1708,12931,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,598,0,115,,
1.71899E+12,584,HTTP Request,200,OK,Thread Group 120 1-3,text,TRUE,,1708,15358,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,584,0,92,,
1.71899E+12,599,HTTP Request,200,OK,Thread Group 120 1-4,text,TRUE,,1708,12659,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,598,0,97,,
1.71899E+12,623,HTTP Request,200,OK,Thread Group 120 1-5,text,TRUE,,1708,13793,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,623,0,117,,
1.71899E+12,604,HTTP Request,200,OK,Thread Group 120 1-6,text,TRUE,,1708,13452,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,601,0,117,,
1.71899E+12,618,HTTP Request,200,OK,Thread Group 120 1-7,text,TRUE,,1708,13570,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,618,0,116,,
1.71899E+12,634,HTTP Request,200,OK,Thread Group 120 1-8,text,TRUE,,1708,13508,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,634,0,138,,
1.71899E+12,643,HTTP Request,200,OK,Thread Group 120 1-9,text,TRUE,,1708,16317,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,643,0,119,,
1.71899E+12,605,HTTP Request,200,OK,Thread Group 120 1-10,text,TRUE,,1708,13714,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,605,0,121,,
1.71899E+12,591,HTTP Request,200,OK,Thread Group 120 1-11,text,TRUE,,1708,13060,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,589,0,112,,
1.71899E+12,631,HTTP Request,200,OK,Thread Group 120 1-12,text,TRUE,,1708,16388,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,631,0,107,,
1.71899E+12,657,HTTP Request,200,OK,Thread Group 120 1-13,text,TRUE,,1708,14579,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,657,0,147,,
1.71899E+12,619,HTTP Request,200,OK,Thread Group 120 1-14,text,TRUE,,1708,15331,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,619,0,116,,
1.71899E+12,607,HTTP Request,200,OK,Thread Group 120 1-15,text,TRUE,,1708,13199,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,607,0,115,,
1.71899E+12,581,HTTP Request,200,OK,Thread Group 120 1-16,text,TRUE,,1708,13735,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,579,0,96,,
1.71899E+12,620,HTTP Request,200,OK,Thread Group 120 1-17,text,TRUE,,1708,16605,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,620,0,116,,
1.71899E+12,624,HTTP Request,200,OK,Thread Group 120 1-18,text,TRUE,,1708,17076,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,624,0,109,,
1.71899E+12,635,HTTP Request,200,OK,Thread Group 120 1-19,text,TRUE,,1708,14076,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,635,0,123,,
1.71899E+12,628,HTTP Request,200,OK,Thread Group 120 1-20,text,TRUE,,1708,15692,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,628,0,135,,
1.71899E+12,754,HTTP Request,200,OK,Thread Group 120 1-21,text,TRUE,,1712,14763,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,754,0,84,,
1.71899E+12,633,HTTP Request,200,OK,Thread Group 120 1-22,text,TRUE,,1708,15643,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,633,0,131,,
1.71899E+12,657,HTTP Request,200,OK,Thread Group 120 1-23,text,TRUE,,1708,11840,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,657,0,115,,
1.71899E+12,723,HTTP Request,200,OK,Thread Group 120 1-24,text,TRUE,,1708,13749,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,723,0,231,,
1.71899E+12,649,HTTP Request,200,OK,Thread Group 120 1-25,text,TRUE,,1708,17257,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,649,0,118,,
1.71899E+12,702,HTTP Request,200,OK,Thread Group 120 1-26,text,TRUE,,1708,14377,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,702,0,217,,
1.71899E+12,724,HTTP Request,200,OK,Thread Group 120 1-27,text,TRUE,,1708,8923,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,714,0,97,,
1.71899E+12,643,HTTP Request,200,OK,Thread Group 120 1-28,text,TRUE,,1708,16883,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,643,0,109,,
1.71899E+12,621,HTTP Request,200,OK,Thread Group 120 1-29,text,TRUE,,1708,17230,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,621,0,121,,
