timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1718979041625,745,HTTP Request,200,OK,Thread Group 120 1-68,text,true,,1708,17618,3,3,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,745,0,133
1718979042126,694,HTTP Request,200,OK,Thread Group 120 1-69,text,true,,1708,14498,3,3,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,694,0,125
1718979042624,680,HTTP Request,200,OK,Thread Group 120 1-70,text,true,,1708,12205,3,3,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,676,0,144
1718979043124,677,HTTP Request,200,OK,Thread Group 120 1-71,text,true,,1708,12425,3,3,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,677,0,135
1718979043625,679,HTTP Request,200,OK,Thread Group 120 1-72,text,true,,1708,13726,3,3,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,679,0,115
1718979035624,9454,HTTP Request,200,OK,Thread Group 120 1-56,text,true,,1708,17625,3,3,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,9454,0,1123
1718979044126,1037,HTTP Request,200,OK,Thread Group 120 1-73,text,true,,1708,16281,3,3,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,1030,0,170
1718979044626,731,HTTP Request,200,OK,Thread Group 120 1-74,text,true,,1708,13378,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,731,0,144
1718979045126,711,HTTP Request,200,OK,Thread Group 120 1-75,text,true,,1708,16035,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,711,0,152
1718979045625,707,HTTP Request,200,OK,Thread Group 120 1-76,text,true,,1708,18592,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,706,0,101
1718979046126,794,HTTP Request,200,OK,Thread Group 120 1-77,text,true,,1708,12808,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,794,0,210
1718979046625,737,HTTP Request,200,OK,Thread Group 120 1-78,text,true,,1708,14092,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,736,0,152
1718979047126,695,HTTP Request,200,OK,Thread Group 120 1-79,text,true,,1708,14252,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,695,0,160
1718979047627,612,HTTP Request,200,OK,Thread Group 120 1-80,text,true,,1708,13427,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,612,0,108
1718979048130,720,HTTP Request,200,OK,Thread Group 120 1-81,text,true,,1708,12260,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,720,0,119
1718979048625,705,HTTP Request,200,OK,Thread Group 120 1-82,text,true,,1712,14738,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,705,0,151
1718979049125,677,HTTP Request,200,OK,Thread Group 120 1-83,text,true,,1708,13536,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,677,0,120
1718979049625,722,HTTP Request,200,OK,Thread Group 120 1-84,text,true,,1708,13339,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,722,0,140
1718979050125,937,HTTP Request,200,OK,Thread Group 120 1-85,text,true,,1708,14491,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,937,0,129
1718979050625,721,HTTP Request,200,OK,Thread Group 120 1-86,text,true,,1708,12946,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,721,0,116
1718979051125,679,HTTP Request,200,OK,Thread Group 120 1-87,text,true,,1708,11935,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,679,0,114
1718979051624,622,HTTP Request,200,OK,Thread Group 120 1-88,text,true,,1708,11769,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,622,0,112
1718979052125,818,HTTP Request,200,OK,Thread Group 120 1-89,text,true,,1708,12071,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,818,0,150
1718979052625,723,HTTP Request,200,OK,Thread Group 120 1-90,text,true,,1708,12924,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,723,0,146
1718979053125,633,HTTP Request,200,OK,Thread Group 120 1-91,text,true,,1708,14031,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,633,0,126
1718979053625,701,HTTP Request,200,OK,Thread Group 120 1-92,text,true,,1708,13909,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,701,0,139
1718979054125,727,HTTP Request,200,OK,Thread Group 120 1-93,text,true,,1708,13264,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,727,0,131
1718979054635,701,HTTP Request,200,OK,Thread Group 120 1-94,text,true,,1708,15432,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,700,0,132
1718979055126,713,HTTP Request,200,OK,Thread Group 120 1-95,text,true,,1708,16751,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,712,0,132
1718979055626,737,HTTP Request,200,OK,Thread Group 120 1-96,text,true,,1708,13658,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,737,0,182
1718979056136,911,HTTP Request,200,OK,Thread Group 120 1-97,text,true,,1708,11508,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,911,0,126
1718979056636,714,HTTP Request,200,OK,Thread Group 120 1-98,text,true,,1708,14006,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,714,0,133
1718979057126,729,HTTP Request,200,OK,Thread Group 120 1-99,text,true,,1708,12867,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,729,0,142
1718979057626,714,HTTP Request,200,OK,Thread Group 120 1-100,text,true,,1708,15313,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,711,0,129
1718979058126,731,HTTP Request,200,OK,Thread Group 120 1-101,text,true,,1708,12945,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,731,0,114
1718979058625,825,HTTP Request,200,OK,Thread Group 120 1-102,text,true,,1712,15520,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,825,0,180
1718979059125,705,HTTP Request,200,OK,Thread Group 120 1-103,text,true,,1708,11858,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,705,0,111
1718979059626,699,HTTP Request,200,OK,Thread Group 120 1-104,text,true,,1708,14374,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,699,0,125
1718979060126,753,HTTP Request,200,OK,Thread Group 120 1-105,text,true,,1708,14747,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,752,0,179
1718979060625,759,HTTP Request,200,OK,Thread Group 120 1-106,text,true,,1708,11779,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,758,0,114
1718979061124,708,HTTP Request,200,OK,Thread Group 120 1-107,text,true,,1708,14738,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,708,0,115
1718979061625,741,HTTP Request,200,OK,Thread Group 120 1-108,text,true,,1708,16049,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,741,0,125
1718979062125,721,HTTP Request,200,OK,Thread Group 120 1-109,text,true,,1708,14261,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,721,0,134
1718979062625,825,HTTP Request,200,OK,Thread Group 120 1-110,text,true,,1708,16016,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,823,0,226
