timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,latency average
1.71898E+12,731,HTTP Request,200,OK,Thread Group 30 1-14,text,TRUE,,1708,15309,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,730,0,138,,
1.71898E+12,728,HTTP Request,200,OK,Thread Group 30 1-15,text,TRUE,,1708,13171,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,728,0,158,,
1.71898E+12,718,HTTP Request,200,OK,Thread Group 30 1-16,text,TRUE,,1708,13734,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,718,0,143,,
1.71898E+12,913,HTTP Request,200,OK,Thread Group 30 1-17,text,TRUE,,1712,16598,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,913,0,250,,
1.71898E+12,745,HTTP Request,200,OK,Thread Group 30 1-18,text,TRUE,,1708,17072,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,745,0,138,,
1.71898E+12,742,HTTP Request,200,OK,Thread Group 30 1-19,text,TRUE,,1708,14072,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,742,0,125,,
1.71898E+12,737,HTTP Request,200,OK,Thread Group 30 1-20,text,TRUE,,1708,15715,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,737,0,127,,
1.71898E+12,1009,HTTP Request,200,OK,Thread Group 30 1-21,text,TRUE,,1708,14786,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,1009,0,124,,
1.71898E+12,748,HTTP Request,200,OK,Thread Group 30 1-22,text,TRUE,,1708,15633,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,748,0,137,,
1.71898E+12,669,HTTP Request,200,OK,Thread Group 30 1-23,text,TRUE,,1712,11821,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,669,0,121,,
1.71898E+12,752,HTTP Request,200,OK,Thread Group 30 1-24,text,TRUE,,1708,13739,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,752,0,127,,
1.71898E+12,735,HTTP Request,200,OK,Thread Group 30 1-25,text,TRUE,,1708,17271,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,735,0,103,,
1.71898E+12,659,HTTP Request,200,OK,Thread Group 30 1-26,text,TRUE,,1708,14367,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,659,0,135,,
1.71898E+12,725,HTTP Request,200,OK,Thread Group 30 1-27,text,TRUE,,1708,8901,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,725,0,144,,
1.71898E+12,748,HTTP Request,200,OK,Thread Group 30 1-28,text,TRUE,,1712,16894,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,748,0,133,,
1.71898E+12,885,HTTP Request,200,OK,Thread Group 30 1-29,text,TRUE,,1708,17220,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,885,0,128,,
1.71898E+12,893,HTTP Request,200,OK,Thread Group 30 1-30,text,TRUE,,1708,15893,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,893,0,279,,
