timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1718978729041,824,HTTP Request,200,OK,Thread Group 90 1-34,text,true,,1708,14219,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,824,0,110
1718978729709,832,HTTP Request,200,OK,Thread Group 90 1-35,text,true,,1708,14095,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,832,0,88
1718978730377,673,HTTP Request,200,OK,Thread Group 90 1-36,text,true,,1708,15777,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,673,0,108
1718978731044,638,HTTP Request,200,OK,Thread Group 90 1-37,text,true,,1708,17298,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,638,0,95
1718978731710,668,HTTP Request,200,OK,Thread Group 90 1-38,text,true,,1708,12799,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,668,0,103
1718978732379,743,HTTP Request,200,OK,Thread Group 90 1-39,text,true,,1708,13029,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,742,0,110
1718978733044,701,HTTP Request,200,OK,Thread Group 90 1-40,text,true,,1708,12139,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,701,0,123
1718978733710,703,HTTP Request,200,OK,Thread Group 90 1-41,text,true,,1708,12345,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,703,0,113
1718978734376,677,HTTP Request,200,OK,Thread Group 90 1-42,text,true,,1708,14133,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,677,0,128
1718978735045,760,HTTP Request,200,OK,Thread Group 90 1-43,text,true,,1708,13530,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,760,0,143
1718978735711,750,HTTP Request,200,OK,Thread Group 90 1-44,text,true,,1708,14443,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,747,0,189
1718978736377,701,HTTP Request,200,OK,Thread Group 90 1-45,text,true,,1708,12645,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,701,0,109
1718978737044,713,HTTP Request,200,OK,Thread Group 90 1-46,text,true,,1708,13134,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,700,0,104
1718978737711,730,HTTP Request,200,OK,Thread Group 90 1-47,text,true,,1712,17975,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,730,0,95
1718978738381,729,HTTP Request,200,OK,Thread Group 90 1-48,text,true,,1708,16384,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,728,0,107
1718978739048,701,HTTP Request,200,OK,Thread Group 90 1-49,text,true,,1708,14514,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,701,0,104
1718978739714,732,HTTP Request,200,OK,Thread Group 90 1-50,text,true,,1708,16890,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,732,0,126
1718978740381,731,HTTP Request,200,OK,Thread Group 90 1-51,text,true,,1708,15061,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,731,0,110
1718978741048,701,HTTP Request,200,OK,Thread Group 90 1-52,text,true,,1708,13565,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,700,0,112
1718978741715,670,HTTP Request,200,OK,Thread Group 90 1-53,text,true,,1708,16975,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,669,0,110
1718978742382,673,HTTP Request,200,OK,Thread Group 90 1-54,text,true,,1708,14104,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,671,0,112
1718978743049,760,HTTP Request,200,OK,Thread Group 90 1-55,text,true,,1708,18556,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,760,0,108
1718978743714,640,HTTP Request,200,OK,Thread Group 90 1-56,text,true,,1708,17622,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,640,0,113
1718978744381,741,HTTP Request,200,OK,Thread Group 90 1-57,text,true,,1708,18621,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,741,0,96
1718978745050,695,HTTP Request,200,OK,Thread Group 90 1-58,text,true,,1708,16035,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,695,0,100
1718978745717,742,HTTP Request,200,OK,Thread Group 90 1-59,text,true,,1708,17312,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,742,0,113
1718978746383,756,HTTP Request,200,OK,Thread Group 90 1-60,text,true,,1708,12829,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,756,0,132
1718978747050,692,HTTP Request,200,OK,Thread Group 90 1-61,text,true,,1708,13459,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,692,0,106
1718978747717,726,HTTP Request,200,OK,Thread Group 90 1-62,text,true,,1712,16061,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,726,0,116
1718978748383,773,HTTP Request,200,OK,Thread Group 90 1-63,text,true,,1708,12758,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,773,0,101
1718978749051,1002,HTTP Request,200,OK,Thread Group 90 1-64,text,true,,1708,15140,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,1002,0,109
1718978749717,733,HTTP Request,200,OK,Thread Group 90 1-65,text,true,,1708,15278,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,732,0,155
1718978750385,769,HTTP Request,200,OK,Thread Group 90 1-66,text,true,,1708,14352,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,769,0,147
1718978751053,690,HTTP Request,200,OK,Thread Group 90 1-67,text,true,,1708,14366,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,690,0,133
1718978751720,719,HTTP Request,200,OK,Thread Group 90 1-68,text,true,,1708,17633,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,719,0,125
1718978752386,711,HTTP Request,200,OK,Thread Group 90 1-69,text,true,,1708,14492,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,711,0,115
1718978753053,702,HTTP Request,200,OK,Thread Group 90 1-70,text,true,,1708,12202,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,702,0,138
1718978753721,709,HTTP Request,200,OK,Thread Group 90 1-71,text,true,,1708,12437,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,709,0,123
1718978754387,710,HTTP Request,200,OK,Thread Group 90 1-72,text,true,,1708,13702,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,709,0,114
1718978755054,1011,HTTP Request,200,OK,Thread Group 90 1-73,text,true,,1708,16281,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,1011,0,143
1718978755720,691,HTTP Request,200,OK,Thread Group 90 1-74,text,true,,1708,13393,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,690,0,124
1718978756388,665,HTTP Request,200,OK,Thread Group 90 1-75,text,true,,1708,16029,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,665,0,125
1718978757056,738,HTTP Request,200,OK,Thread Group 90 1-76,text,true,,1708,18577,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,738,0,112
1718978757721,789,HTTP Request,200,OK,Thread Group 90 1-77,text,true,,1708,12790,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,788,0,154
1718978758390,709,HTTP Request,200,OK,Thread Group 90 1-78,text,true,,1712,14092,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,709,0,125
1718978759057,738,HTTP Request,200,OK,Thread Group 90 1-79,text,true,,1708,14240,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,738,0,123
1718978759722,701,HTTP Request,200,OK,Thread Group 90 1-80,text,true,,1708,13430,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,701,0,104
1718978760390,727,HTTP Request,200,OK,Thread Group 90 1-81,text,true,,1708,12260,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,726,0,126
1718978761057,781,HTTP Request,200,OK,Thread Group 90 1-82,text,true,,1708,14717,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,781,0,116
1718978761724,688,HTTP Request,200,OK,Thread Group 90 1-83,text,true,,1708,13536,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,688,0,117
1718978762390,667,HTTP Request,200,OK,Thread Group 90 1-84,text,true,,1708,13348,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,666,0,95
1718978763058,901,HTTP Request,200,OK,Thread Group 90 1-85,text,true,,1708,14494,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,901,0,139
1718978763725,726,HTTP Request,200,OK,Thread Group 90 1-86,text,true,,1708,12919,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,726,0,130
1718978764392,859,HTTP Request,200,OK,Thread Group 90 1-87,text,true,,1708,11908,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,859,0,234
1718978765060,690,HTTP Request,200,OK,Thread Group 90 1-88,text,true,,1708,11772,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,690,0,131
1718978765727,770,HTTP Request,200,OK,Thread Group 90 1-89,text,true,,1708,12095,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,770,0,137
1718978766394,733,HTTP Request,200,OK,Thread Group 90 1-90,text,true,,1708,12921,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,733,0,155
